class_id,class_name,count,scoreable,top_1_accuracy,top_1_chance,top_1_excess,top_3_accuracy,top_3_chance,top_3_excess,top_5_accuracy,top_5_chance,top_5_excess
3,cobble,100,True,0.08,0.07142857142857142,0.008571428571428577,0.18,0.21428571428571427,-0.03428571428571428,0.37,0.35714285714285715,0.012857142857142845
22,curb,190,True,0.015789473684210527,0.07142857142857142,-0.0556390977443609,0.12105263157894737,0.21428571428571427,-0.0932330827067669,0.34210526315789475,0.35714285714285715,-0.015037593984962405
41,fence,397,True,0.40554156171284633,0.07142857142857142,0.3341129902842749,0.6448362720403022,0.21428571428571427,0.43055055775458795,0.8513853904282116,0.35714285714285715,0.49424253328535445
24,gravel,471,True,0.12314225053078556,0.07142857142857142,0.05171367910221414,0.38004246284501064,0.21428571428571427,0.16575674855929637,0.643312101910828,0.35714285714285715,0.28616924476797084
42,guard_rail,67,True,0.5970149253731343,0.07142857142857142,0.5255863539445629,0.746268656716418,0.21428571428571427,0.5319829424307037,0.8507462686567164,0.35714285714285715,0.4936034115138593
45,pole,5971,True,0.4294088092446826,0.07142857142857142,0.3579802378161112,0.6462904036174845,0.21428571428571427,0.43200468933177016,0.8936526544967343,0.35714285714285715,0.536509797353877
21,sidewalk,167,True,0.16766467065868262,0.07142857142857142,0.0962360992301112,0.2934131736526946,0.21428571428571427,0.07912745936698032,0.3712574850299401,0.35714285714285715,0.014114627887082953
2,snow,296,True,0.7668918918918919,0.07142857142857142,0.6954633204633205,0.9662162162162162,0.21428571428571427,0.7519305019305019,0.9932432432432432,0.35714285714285715,0.636100386100386
31,soil,439,True,0.21867881548974943,0.07142857142857142,0.147250244061178,0.6104783599088838,0.21428571428571427,0.39619264562316947,0.8132118451025057,0.35714285714285715,0.4560689879596485
6,street_light,746,True,0.10187667560321716,0.07142857142857142,0.030448104174645732,0.9235924932975871,0.21428571428571427,0.7093067790118728,0.9946380697050938,0.35714285714285715,0.6374952125622366
1,traffic_cone,3,True,0.6666666666666666,0.07142857142857142,0.5952380952380952,0.6666666666666666,0.21428571428571427,0.45238095238095233,0.6666666666666666,0.35714285714285715,0.3095238095238095
19,traffic_light,420,True,0.22857142857142856,0.07142857142857142,0.15714285714285714,0.580952380952381,0.21428571428571427,0.3666666666666667,0.888095238095238,0.35714285714285715,0.5309523809523808
46,traffic_sign,1282,True,0.24102964118564743,0.07142857142857142,0.169601069757076,0.3837753510140406,0.21428571428571427,0.16948963672832631,0.4914196567862715,0.35714285714285715,0.13427679964341432
39,wall,121,True,0.49586776859504134,0.07142857142857142,0.42443919716646994,0.8677685950413223,0.21428571428571427,0.653482880755608,0.9421487603305785,0.35714285714285715,0.5850059031877213
,,,,,,,,,,,,
OVERALL,,10670,,0.34939081537019684,0.07142857142857142,0.2779622439416254,0.6110590440487348,0.21428571428571427,0.3967733297630205,0.8163074039362699,0.35714285714285715,0.45916454679341273
