class_id,class_name,TP,FP,FN,TN,IoU,F1-Score,mIoU,Mean_F1,AP,average_runtime,total_runtime,num_images
-1,boat,nan,nan,nan,nan,nan,nan,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
5,car,368650,100163,557971,381990176,0.35903364290834294,0.5283660853899217,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
10,person,61256,183977,20058,382751669,0.23090116136619787,0.3751741709462956,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
4,buoy,34788,21642,40571,382919959,0.35863547798476303,0.5279348048774936,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
3,building,0,0,2416037,380600923,0.0,0.0,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
12,piling,93794,1937,274612,382646617,0.25326251609993977,0.40416514951404436,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
17,water,13203705,155534,147705338,221952383,0.08197770885400829,0.15153308276717847,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
9,mountain,19961,210,7510538,375486251,0.0026506136407607834,0.005287212922826716,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
15,sky,26683223,176595,87122565,269034577,0.23409953624149094,0.37938517820767076,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
16,vegetation,1280526,29370,64821861,316885203,0.01936325387513899,0.03799088068267915,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
8,gangway,0,6982,278743,382731235,0.0,0.0,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
2,bridge,553265,225163,480733,381757799,0.4393917854825555,0.6105242365757277,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
7,float,0,0,120089,382896871,0.0,0.0,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
11,pier,0,0,2335813,380681147,0.0,0.0,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
18,wharf,148579,2159507,301370,380407504,0.056938687603853066,0.10774265011140177,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
14,shore-natural,0,107937,4046526,378862497,0.0,0.0,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
13,shore-artificial,3466535,152402382,3051174,224096869,0.02181306956336943,0.04269483374819303,0.1286292158512763,0.19817489285896456,nan,0.007575786489057977,7.871242162131239,1039
