class_id,class_name,TP,FP,FN,TN,IoU,F1-Score,mIoU,Mean_F1,AP,average_runtime,total_runtime,num_images
-1,boat,nan,nan,nan,nan,nan,nan,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
5,car,334943,7653920,591678,374436419,0.039035184378234423,0.07513736775255275,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
10,person,22651,26923217,58663,356012429,0.0008387851653487335,0.0016761643888733942,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
4,buoy,23793,76407326,51566,306534275,0.00031109001991758004,0.0006219865460281677,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
3,building,242845,3305645,2173192,377295278,0.04244293898192874,0.08142975964397513,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
12,piling,299014,46057657,69392,336590897,0.006440649511891629,0.012798866013639743,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
17,water,101688545,38243811,59220498,183864106,0.5106055120857068,0.6760276035014715,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
9,mountain,5137842,57645613,2392657,317840848,0.07883013948423312,0.14614003928722313,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
15,sky,62096099,13345801,51709689,255865371,0.48836274472354413,0.6562415600025718,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
16,vegetation,32974031,8688215,33128356,308226358,0.44088468495012245,0.6119638713008934,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
8,gangway,155749,8836219,122994,373901998,0.017087180396363692,0.03360022764165553,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
2,bridge,664304,27187220,369694,354795742,0.02353916829528761,0.04599563753772565,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
7,float,17441,102672933,102648,280223938,0.00016967105023918842,0.00033928453371521143,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
11,pier,219560,40708813,2116253,339972334,0.005100752879116664,0.010149734470908571,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
18,wharf,28398,39973343,421551,342593668,0.0007025157673946991,0.0014040451709186933,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
14,shore-natural,945425,62763971,3101101,316206463,0.014150845188294289,0.027906785771434118,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
13,shore-artificial,2686691,144630979,3831018,231868272,0.017775152636455568,0.03492942933497762,0.10539231346962996,0.1510226476811603,nan,0.26459570164574087,274.91493400992476,1039
