class_id,class_name,TP,FP,FN,TN,IoU,F1-Score,mIoU,Mean_F1,AP,average_runtime,total_runtime,num_images
-1,boat,nan,nan,nan,nan,nan,nan,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
5,car,688110,265269,238511,381825070,0.5773267667318293,0.7320319148936171,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
10,person,74759,175803,6555,382759843,0.29075868184523,0.4505236895708036,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
4,buoy,62687,490782,12672,382450819,0.11072683306808728,0.19937725419351557,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
3,building,2184236,762825,231801,379838098,0.6871125578902135,0.8145426393476308,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
12,piling,258768,1083076,109638,381565478,0.17827847675685954,0.3026083905861716,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
17,water,156483219,1228182,4425824,220879735,0.9651282671206443,0.9822547293920663,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
9,mountain,7073064,9495022,457435,365991439,0.41543891667103755,0.5870107311279895,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
15,sky,111415217,1917685,2390571,267293487,0.9627711138603661,0.9810324872438069,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
16,vegetation,63474474,8564402,2627913,308350171,0.8501031696970389,0.918979204642135,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
8,gangway,151160,361173,127583,382377044,0.2362185036786078,0.38216302858385287,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
2,bridge,990459,2209574,43539,379773388,0.3053605716167238,0.46785628163799464,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
7,float,0,120484,120089,382776387,0.0,0.0,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
11,pier,1923283,15377649,412530,365303498,0.10857747627200148,0.19588613082259815,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
18,wharf,299457,3529140,150492,379037871,0.07525767832787857,0.13998073177196177,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
14,shore-natural,3381261,50934853,665265,328035581,0.061498293813256305,0.11587073511410724,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
13,shore-artificial,5396800,4260022,1120909,372239229,0.5007361939168828,0.6673207402427929,0.39533084382916606,0.49608991807319025,nan,0.392193381889267,407.4889237829484,1039
