class_id,class_name,TP,FP,FN,TN,IoU,F1-Score,mIoU,Mean_F1,AP,average_runtime,total_runtime,num_images
-1,boat,nan,nan,nan,nan,nan,nan,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
5,car,522767,108374,403854,381981965,0.5050913289436181,0.671176983390274,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
10,person,69288,83321,12026,382852325,0.42085826221641814,0.5924000632686824,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
4,buoy,52624,168396,22735,382773205,0.21588890484297757,0.3551128791176163,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
3,building,1439553,678059,976484,379922864,0.46525802690026424,0.6350526915515515,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
12,piling,0,0,368406,382648554,0.0,0.0,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
17,water,157131728,1363971,3777315,220743946,0.9683170610240838,0.9839035389148981,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
9,mountain,6555133,16185617,975366,359300844,0.2763999383372893,0.43309299857432376,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
15,sky,111371975,2696754,2433813,266514418,0.9559617591863361,0.9774851217786673,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
16,vegetation,30316798,1404369,35785589,315510204,0.44909279894889337,0.6198261412583722,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
8,gangway,0,310889,278743,382427328,0.0,0.0,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
2,bridge,962204,2479962,71794,379503000,0.2738232649204886,0.42992347912185525,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
7,float,0,203147,120089,382693724,0.0,0.0,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
11,pier,1361533,1756100,974280,378925047,0.33273752398939077,0.499329414832383,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
18,wharf,124233,836203,325716,381730808,0.09659278219059644,0.17616891841589352,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
14,shore-natural,1746037,25674165,2300489,353296269,0.05874819666877866,0.11097671165556203,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
13,shore-artificial,3580513,34944019,2937196,341555232,0.08635706162560325,0.15898467396415733,0.31907043186217116,0.4152146009902648,nan,5.344395227961677,5552.826641852182,1039
